,Age,Income (USD),Income Stability,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
358,18,1931.42,1,0,0,23054.82,349.69,0,0,3.0,625.61,0,1,2,1.0,32068.05,16138.37
360,61,1988.59,1,14,0,47055.94,230.84,1,0,4.0,737.59,0,0,0,1.0,66492.43,32939.16
361,37,3380.68,1,14,1,43515.79,209.42,1,1,3.0,724.6,0,1,1,1.0,64389.7,28285.26
362,61,3380.68,1,3,1,204714.63,527.71,0,1,3.0,815.51,0,1,0,1.0,253568.79,153535.97
363,42,2413.69,1,3,1,25435.12,130.95,1,1,2.0,665.62,1,1,0,1.0,34147.06,17804.58
364,18,2413.69,1,3,1,11684.43,113.71,0,0,2.0,691.78,0,2,0,1.0,21724.26,8179.1
365,49,1504.03,1,3,1,37786.14,487.22,0,1,3.0,691.78,0,0,2,1.0,44742.85,24560.99
367,52,2148.76,1,10,1,231172.43,767.44,0,1,3.0,754.14,0,2,2,1.0,326039.53,184937.94
368,29,2148.76,1,0,1,150107.08,914.21,1,1,2.0,754.07,0,2,0,1.0,201308.31,112580.31
369,57,3294.43,1,14,1,54157.63,457.83,1,1,2.0,684.21,1,0,1,1.0,92281.04,37910.34
370,18,5435.62,1,8,0,97173.35,459.47,0,1,2.0,766.83,0,1,2,1.0,169547.62,72880.01
371,18,3518.28,1,13,1,18584.79,94.3,0,0,1.0,780.95,0,2,2,1.0,26713.92,14867.83
372,21,2464.81,1,8,0,35945.85,377.15,0,0,2.0,803.59,0,1,2,1.0,52916.33,25162.09
374,18,3239.38,1,14,1,52116.14,320.02,0,1,4.0,712.78,0,2,0,1.0,90188.79,36481.3
375,49,1551.92,1,5,0,54905.99,287.87,0,0,3.0,693.26,0,2,1,1.0,63141.76,38434.19
376,18,1849.34,1,5,1,115740.66,447.26,1,1,2.0,718.84,1,2,0,1.0,194181.88,81018.46
378,19,3440.7,1,10,1,157399.46,490.7,0,1,1.0,808.48,0,2,2,1.0,295754.04,125919.57
380,65,1824.3,0,6,1,79737.96,347.62,0,1,1.0,720.22,0,1,0,1.0,143036.49,51829.67
383,18,2348.9,1,3,1,201283.92,778.87,0,1,2.0,816.98,0,1,0,1.0,284618.89,150962.94
384,52,3323.58,1,3,2,159843.56,447.14,0,1,2.0,847.98,0,2,1,1.0,287005.75,127874.85
386,18,3010.34,1,14,1,35121.21,281.17,0,1,3.0,678.22,0,0,2,1.0,46165.92,24584.85
388,18,2069.1,1,14,1,142390.19,440.99,0,1,1.0,831.58,0,0,1,1.0,227949.6,99673.13
389,61,2498.39,1,8,1,132913.76,969.19,0,1,1.0,775.81,0,1,1,1.0,196447.86,99685.32
393,30,1964.58,1,10,2,27665.83,136.62,1,1,1.0,766.55,1,1,2,1.0,47153.35,22132.66
394,21,1964.58,1,3,1,40023.59,366.11,0,0,4.0,766.55,0,0,1,1.0,63380.21,32018.87
395,59,1739.73,1,10,0,91551.32,500.21,0,0,2.0,675.74,0,1,1,1.0,150161.02,64085.92
396,38,1976.52,1,14,1,39767.17,161.42,0,0,1.0,799.67,0,0,0,1.0,73504.68,29825.38
397,36,2432.93,1,3,1,13763.99,72.6,1,1,2.0,806.5,0,0,1,1.0,17673.2,11011.19
398,58,2432.93,1,3,1,38194.86,186.24,0,1,4.0,685.84,0,1,1,1.0,57125.99,24826.66
400,18,2614.83,1,6,1,287561.7,1021.12,1,1,2.0,763.74,0,0,0,1.0,421307.77,201293.19
401,55,2614.83,1,10,1,137158.44,605.34,1,1,2.0,834.56,1,0,2,1.0,185076.42,96010.91
402,63,2614.83,1,1,2,49002.51,503.29,0,1,2.0,834.56,0,2,0,1.0,65478.26,39202.01
403,55,7300.9,1,10,1,81788.23,577.05,0,1,2.0,790.75,0,0,2,1.0,137298.05,61341.17
404,59,3367.01,1,10,1,178313.8,510.94,1,1,2.0,678.22,0,2,0,1.0,205261.64,124819.66
405,26,3838.44,1,3,2,158715.06,667.43,1,1,1.0,678.22,0,0,0,1.0,220850.72,103164.79
406,46,6694.96,1,10,1,95834.23,472.13,1,0,2.0,681.95,0,1,0,1.0,168798.6,62292.25
407,18,1273.08,1,0,1,28312.12,158.85,0,1,2.0,680.4,1,2,0,1.0,49801.61,19818.48
408,53,4977.51,1,0,1,82235.12,612.36,1,1,1.0,755.85,0,0,1,1.0,113267.93,61676.34
412,56,2581.09,1,3,1,145688.34,439.16,1,1,3.0,777.84,0,1,1,1.0,257195.53,101981.84
414,58,2194.03,1,0,1,49786.44,251.27,0,0,2.0,718.22,0,0,0,1.0,84963.79,32361.19
415,29,2183.62,1,8,0,88612.59,461.42,0,0,3.0,700.83,0,1,1,1.0,153053.87,62028.81
416,51,1302.24,1,14,1,27492.39,124.69,0,1,3.0,729.93,0,1,0,1.0,51833.6,17870.05
417,61,1362.3,1,0,1,30540.54,216.58,0,1,2.0,865.87,0,2,0,1.0,51295.67,22905.4
418,39,3063.98,1,8,1,15652.33,141.25,1,1,4.0,743.49,0,2,1,1.0,26325.99,10174.01
419,23,3063.98,1,6,0,81151.88,402.82,0,1,2.0,712.91,1,1,0,1.0,99852.95,52748.72
421,18,5203.03,1,10,1,157747.73,760.1,1,1,2.0,717.93,0,1,1,1.0,260733.29,48946.18
422,53,2981.94,1,0,1,65261.57,323.39,0,1,2.0,868.02,0,2,2,1.0,95776.45,48946.18
425,18,2980.76,1,14,2,123802.4,632.63,0,0,2.0,708.47,0,0,2,1.0,207164.5,86661.68
428,18,4031.91,1,0,1,129053.41,503.35,1,1,4.0,823.69,1,1,0,1.0,238074.44,103242.73
429,65,1935.26,0,10,1,37308.76,382.84,1,1,1.0,859.24,1,2,2,1.0,54705.07,29847.01
431,46,1057.81,1,10,1,116473.62,355.88,0,0,2.0,815.3,1,1,0,1.0,215668.79,81531.53
432,64,1918.86,0,14,1,9407.96,54.52,1,1,2.0,845.77,1,1,0,1.0,14905.53,7526.37
437,20,4050.96,1,11,2,78760.48,521.79,0,1,2.0,651.25,0,0,0,1.0,122428.79,55132.34
438,61,3829.07,1,0,2,52596.45,303.06,0,0,4.0,856.99,0,1,2,1.0,77117.25,42077.16
439,21,5544.39,1,14,2,106346.5,441.2,0,0,4.0,820.43,0,1,1,1.0,136118.47,79759.88
440,18,2420.74,1,14,1,181985.13,537.24,0,1,4.0,824.51,0,1,2,1.0,200599.26,136488.85
441,25,2854.74,1,4,1,23447.13,281.75,1,1,4.0,755.56,0,1,2,1.0,33899.78,16412.99
445,41,1516.85,1,8,1,67496.73,185.48,1,0,3.0,755.63,0,1,0,1.0,118187.93,50622.55
446,18,2509.21,1,8,0,34969.96,269.33,1,0,3.0,755.63,0,1,2,1.0,59745.58,24478.97
448,22,2723.57,1,3,1,116751.89,443.93,0,0,3.0,755.63,0,1,1,1.0,185976.75,93401.51
449,29,1746.64,1,8,1,79535.4,353.29,0,0,2.0,701.47,1,1,0,1.0,136303.55,51698.01
451,37,1766.01,1,4,1,167159.98,483.97,1,0,2.0,747.24,1,1,0,1.0,231182.16,117011.99
452,23,1874.51,1,14,1,58601.27,315.96,0,0,3.0,827.01,0,2,1,1.0,85125.5,41020.89
453,52,1538.48,1,6,1,59048.32,221.91,0,1,5.0,734.69,0,2,2,1.0,66540.54,38381.41
454,55,2177.2,1,6,1,74209.89,345.57,1,1,4.0,829.06,0,1,1,1.0,110343.3,59367.91
455,37,2173.06,1,2,1,179727.43,709.02,0,1,4.0,774.84,0,1,1,1.0,312012.13,116822.83
456,32,2570.82,1,2,1,89601.05,429.93,1,1,2.0,774.84,0,1,1,1.0,159770.62,67200.79
457,21,3914.97,1,13,1,116092.5,574.54,0,1,2.0,681.22,0,1,1,1.0,179470.9,75460.12
458,45,2641.06,1,13,1,23083.63,179.04,0,1,2.0,737.7,0,2,1,1.0,36372.98,16158.54
460,27,1118.71,1,10,1,57281.52,164.62,1,0,1.0,674.85,0,1,2,1.0,103372.14,37232.99
462,26,5304.23,1,10,2,105553.31,673.65,0,1,2.0,748.11,1,1,1,1.0,141524.63,73887.32
463,48,1930.53,1,1,2,194108.43,606.94,0,1,2.0,838.55,0,0,0,1.0,263700.74,145581.32
465,18,1969.04,1,0,0,114462.24,343.52,0,0,2.0,810.41,1,2,2,1.0,212780.86,91569.79
466,29,2900.43,0,14,2,55452.73,329.07,0,1,2.0,773.81,0,0,0,1.0,94806.86,41589.55
470,21,1777.31,1,9,1,84537.71,259.94,0,1,4.0,778.85,1,2,2,1.0,145380.52,59176.4
471,60,1777.31,1,9,0,163944.81,479.86,1,0,1.0,653.38,0,1,1,1.0,279780.58,106564.13
472,55,2648.45,1,14,1,106900.35,440.04,0,1,1.0,678.3,0,1,2,1.0,170409.25,74830.24
474,59,2350.05,1,3,1,61546.92,350.95,0,1,2.0,855.47,0,1,1,1.0,101548.86,49237.54
475,20,2470.33,1,6,1,88937.76,733.4,0,1,2.0,790.18,0,0,0,1.0,164972.78,66703.32
476,37,2797.34,1,3,0,177827.29,518.79,1,1,1.0,680.69,0,1,0,1.0,250511.15,124479.1
478,24,1434.13,1,10,1,71845.65,322.69,1,1,4.0,832.08,0,0,0,1.0,119303.1,53884.24
479,29,4129.38,1,3,2,163283.85,501.53,0,0,2.0,855.58,0,2,0,1.0,260239.33,122462.89
480,61,1336.74,1,4,1,102141.38,299.26,0,1,2.0,856.41,1,2,1,1.0,128082.1,76606.04
482,47,1883.82,1,4,0,175767.77,472.7,0,0,2.0,744.8,0,0,1,1.0,289365.47,123037.44
483,18,1890.13,1,8,1,60414.15,462.66,0,0,2.0,810.36,0,2,1,1.0,112626.62,48331.32
485,64,2039.9,1,8,1,31967.5,226.02,1,1,3.0,713.5,0,0,1,1.0,38997.46,22377.25
486,36,1977.52,1,8,1,141901.48,350.82,1,0,3.0,715.68,0,0,1,1.0,233725.91,92235.96
487,55,2621.56,1,8,0,187525.23,549.64,1,1,3.0,735.28,0,0,0,1.0,274175.98,121891.4
488,41,1809.2,1,4,1,66423.8,232.4,0,0,2.0,651.49,1,2,0,1.0,82259.65,43175.47
489,35,1939.19,1,4,1,24044.23,265.23,1,1,3.0,674.58,0,1,0,1.0,42611.87,16830.96
490,40,2567.49,1,8,1,84069.07,248.97,0,1,2.0,687.51,0,0,0,1.0,154979.27,58848.35
491,38,1369.56,1,8,1,41949.81,241.98,1,1,2.0,656.5,1,0,0,1.0,73504.82,29364.87
492,18,1313.38,1,1,0,19281.63,209.99,0,1,1.0,791.74,0,2,0,1.0,27642.82,13497.14
493,20,6483.03,1,4,1,57620.55,465.59,1,0,3.0,660.78,0,1,1,1.0,66516.89,40334.38
494,18,1709.11,1,4,1,18832.83,76.88,0,1,2.0,664.04,0,0,1,1.0,23374.19,12241.34
496,54,3837.52,1,8,1,50586.16,358.44,0,1,2.0,709.84,0,0,0,1.0,81747.46,32881.0
497,59,3837.52,1,10,1,55870.68,339.58,1,1,3.0,748.47,0,2,0,1.0,105251.57,36315.94
498,50,1571.43,1,0,0,14457.47,163.6,0,1,4.0,748.47,0,2,1,1.0,20728.27,10120.23
499,36,2637.11,1,8,1,117293.52,481.5,1,1,1.0,721.09,0,1,1,1.0,179362.66,76240.79
501,18,3725.96,1,4,2,76054.06,785.71,1,0,2.0,721.09,1,2,1,1.0,115970.91,49435.14
502,60,10338.19,1,6,1,37695.87,196.22,0,0,2.0,849.1,0,1,1,1.0,48285.79,26387.11
507,29,4304.68,1,0,1,149541.9,391.42,1,1,3.0,759.36,1,1,0,1.0,247715.74,104679.33
508,28,1971.07,1,11,2,52152.01,393.79,0,0,2.0,872.01,1,1,0,1.0,67424.73,36506.41
509,37,1969.02,1,11,0,69540.82,390.41,1,0,2.0,665.48,0,2,1,1.0,111166.05,45201.53
510,43,4865.41,1,3,2,60348.43,524.06,0,1,2.0,829.7,1,2,2,1.0,92634.55,48278.74
511,22,1513.81,1,14,1,47790.01,266.73,0,1,3.0,797.11,0,1,2,1.0,80147.69,35842.51
513,29,1658.21,1,3,0,83364.04,494.16,0,0,3.0,808.67,0,0,0,1.0,118954.44,66691.23
514,18,3342.64,1,8,1,171922.13,464.83,0,1,2.0,748.9,0,2,0,1.0,293446.17,111749.38
516,35,1975.12,1,8,1,38238.62,447.56,1,1,4.0,754.47,0,0,2,1.0,65890.51,26767.03
519,20,5271.23,1,8,0,31551.11,213.26,1,1,3.0,747.17,0,2,1,1.0,39416.77,22085.78
520,34,5271.23,1,10,1,174228.06,475.6,1,1,3.0,734.47,0,2,0,1.0,292761.82,113248.24
521,27,2455.78,1,6,1,24531.19,141.51,0,1,3.0,656.56,1,0,2,1.0,38382.7,15945.27
522,18,3968.11,1,3,1,73752.55,654.45,1,1,5.0,763.22,0,0,0,1.0,131310.65,51626.78
523,42,2449.68,1,3,1,111785.15,432.59,0,0,2.0,763.22,0,2,1,1.0,168027.39,83838.86
525,39,3027.91,1,10,1,35897.41,347.81,0,1,2.0,801.75,0,1,1,1.0,42391.82,25128.19
526,28,5524.92,1,8,1,64600.21,350.26,0,1,3.0,720.33,0,2,0,1.0,100438.87,45220.15
527,18,5524.92,1,0,1,139352.12,703.63,1,1,1.0,849.42,0,2,2,1.0,205640.77,104514.09
528,49,2924.4,1,10,1,83807.61,520.33,0,1,3.0,850.55,0,0,2,1.0,134367.18,62855.71
529,47,1755.05,1,11,2,123831.34,472.32,0,0,2.0,662.27,1,1,0,1.0,137545.66,86681.94
530,36,4415.23,1,4,1,30946.24,195.69,0,0,3.0,746.9,0,1,1,1.0,39740.04,20115.06
531,37,4415.23,1,10,0,126755.87,523.58,1,0,1.0,746.9,1,2,2,1.0,233526.89,82391.32
532,61,3245.17,1,12,1,38946.37,355.35,0,1,1.0,758.48,0,1,2,1.0,69376.4,27262.46
533,58,6510.29,1,12,2,127620.64,647.37,1,1,1.0,832.65,0,0,0,1.0,201649.43,95715.48
534,44,1823.79,1,8,1,65247.26,281.6,0,0,4.0,813.93,0,1,0,1.0,107542.06,52197.81
535,57,3320.79,1,8,1,112137.56,849.79,0,1,4.0,613.61,0,2,0,1.0,190150.54,89710.05
538,25,1969.02,1,0,1,142668.17,418.3,0,0,1.0,844.31,0,2,0,1.0,226739.18,107001.13
539,24,1969.02,1,0,1,29826.94,152.79,0,1,2.0,708.97,1,1,1,1.0,45709.08,20878.86
541,48,3026.52,1,8,2,31531.48,108.11,1,1,4.0,699.03,0,0,0,1.0,39952.18,22072.04
542,29,2030.99,1,0,1,126984.63,355.74,1,1,2.0,784.81,0,2,2,1.0,238808.4,101587.7
544,53,1044.04,1,8,1,88164.78,467.67,0,0,4.0,699.1,0,0,1,1.0,115022.48,61715.35
545,34,1157.85,1,1,0,9458.35,103.3,0,0,2.0,761.43,0,1,1,1.0,17653.62,6620.84
546,47,2318.92,1,10,0,261530.41,765.69,0,1,4.0,804.14,0,1,1,1.0,376377.58,209224.33
547,30,2318.92,1,14,1,29569.08,142.79,0,1,1.0,674.19,1,0,2,1.0,38361.39,19219.9
548,35,9616.16,1,10,2,48487.08,217.66,0,1,1.0,831.7,0,0,2,1.0,86418.95,38789.66
549,54,1881.87,1,3,1,41736.96,224.29,1,1,1.0,640.5,1,1,1,1.0,61984.79,199272.78
550,56,5673.46,1,3,2,249090.97,778.73,1,1,1.0,758.38,0,2,0,1.0,285216.77,199272.78
552,41,1928.87,1,12,0,190966.11,547.71,0,1,3.0,774.2,0,0,0,1.0,298533.35,133676.28
553,42,1764.05,1,8,0,51639.12,276.56,0,0,3.0,673.43,1,2,1,1.0,80113.19,33565.43
554,18,1352.32,1,3,1,41961.26,207.24,0,1,3.0,812.86,1,2,1,1.0,67361.6,29372.88
555,24,2186.15,1,8,1,122559.9,364.25,1,0,2.0,807.37,0,0,0,1.0,230366.28,91919.92
556,60,2125.85,1,3,1,120578.54,330.31,1,1,2.0,815.71,0,2,0,1.0,144472.25,80670.62
557,61,2146.38,1,14,1,124108.65,797.84,1,1,2.0,747.83,0,0,1,1.0,220782.6,80670.62
558,60,2460.43,1,4,0,73456.55,489.59,1,1,2.0,761.66,0,0,1,1.0,104454.33,55092.41
560,22,1076.78,1,3,0,164583.01,454.74,0,0,3.0,743.59,0,2,1,1.0,273309.88,115208.11
561,35,4233.28,1,15,2,27659.5,123.33,1,1,1.0,669.07,0,1,2,1.0,32689.86,17978.68
562,27,4233.28,1,14,1,159672.59,595.06,1,0,3.0,759.42,0,0,0,1.0,216796.02,127738.07
563,28,1605.43,1,8,1,70569.0,246.21,1,0,4.0,808.94,0,0,0,1.0,131324.36,56455.2
564,58,930.07,1,14,2,180660.82,551.36,0,0,4.0,724.7,0,2,0,1.0,223493.73,126462.57
566,64,3211.65,1,8,1,136015.18,555.19,0,0,1.0,677.3,0,1,2,1.0,241912.21,88409.87
568,53,1210.09,1,14,1,46019.31,226.2,0,1,1.0,667.26,0,2,0,1.0,53651.4,29912.55
569,18,2102.47,1,10,1,76056.45,328.91,0,1,1.0,678.22,0,1,1,1.0,102592.42,53239.51
570,18,1897.01,1,4,0,190628.54,588.19,1,1,4.0,815.93,0,0,0,1.0,211094.53,133439.98
572,44,2245.9,1,8,1,41712.51,200.35,1,0,2.0,732.96,1,1,1,1.0,61964.7,27113.13
573,64,1983.11,1,10,2,164893.36,516.23,0,0,1.0,812.8,0,0,2,1.0,248431.5,123670.02
575,40,1983.11,1,8,0,34772.36,245.03,0,1,2.0,761.68,0,2,2,1.0,42327.64,27817.89
576,19,2020.47,1,8,1,68621.95,533.82,0,0,3.0,713.59,1,2,0,1.0,96309.25,48035.36
577,21,2635.24,1,8,1,41267.29,391.87,1,0,2.0,731.71,0,2,0,1.0,74653.2,28887.1
579,33,2277.41,0,6,2,116963.35,335.29,0,1,2.0,886.41,0,1,2,1.0,144296.6,87722.51
580,60,2130.87,0,10,0,209017.49,792.16,1,0,2.0,650.74,0,1,2,1.0,354932.57,146312.24
581,18,6560.65,1,10,2,69174.91,345.32,0,0,1.0,778.53,0,1,0,1.0,100852.94,48422.44
583,65,3323.18,0,14,0,34410.75,258.37,0,0,2.0,847.86,0,2,2,1.0,59436.28,27528.6
584,18,2761.45,1,14,0,69026.12,270.75,0,1,2.0,749.11,0,0,2,1.0,117395.64,48318.28
585,21,1103.81,1,11,1,98485.52,656.48,0,0,3.0,749.11,1,0,0,1.0,168628.55,64015.59
586,18,1103.81,1,14,1,135332.7,425.92,0,1,5.0,715.23,0,2,2,1.0,251445.71,94732.89
587,33,1103.81,1,6,1,18996.21,122.85,0,1,1.0,710.34,1,0,2,1.0,34155.45,12347.54
588,46,1608.1,1,6,1,61395.05,321.9,0,0,1.0,738.15,0,2,1,1.0,111258.85,39906.78
589,62,2995.51,1,6,0,78939.67,424.3,0,1,2.0,839.83,0,1,1,1.0,143189.67,59204.75
590,26,2924.77,1,3,1,121869.2,385.53,1,0,3.0,748.72,0,0,2,1.0,224637.04,85308.44
591,36,3225.76,1,0,1,47116.49,268.66,0,1,1.0,786.82,0,1,0,1.0,76525.98,32981.54
592,31,1373.48,1,0,0,175830.59,520.43,0,1,2.0,855.0,0,2,1,1.0,250309.28,158247.53
593,29,4238.94,1,10,0,62210.45,456.28,0,1,1.0,709.9,1,2,2,1.0,86895.85,43547.31
595,59,2335.0,1,11,1,36430.76,392.08,0,0,1.0,707.34,0,0,1,1.0,49790.28,25501.53
596,31,2841.88,1,3,1,45786.15,176.81,1,1,2.0,871.91,0,2,2,1.0,55632.16,36628.92
598,30,1360.24,1,4,0,33070.52,161.23,1,1,4.0,654.71,0,2,1,1.0,55206.51,21495.84
600,39,1552.98,1,8,1,45929.11,350.42,1,1,2.0,681.14,0,2,0,1.0,86669.1,29853.92
602,23,1368.01,1,8,1,145336.74,539.26,0,0,3.0,719.65,1,1,2,1.0,213731.51,94468.88
604,24,3073.36,1,12,2,105199.28,351.24,1,1,2.0,866.42,0,2,1,1.0,161082.91,78899.46
605,49,2060.25,1,6,1,136889.9,349.48,1,1,2.0,721.83,0,1,0,1.0,242647.33,95822.93
606,63,2313.13,1,14,1,38083.88,248.57,0,0,1.0,664.94,0,1,1,1.0,63721.4,24754.52
607,47,3964.77,1,8,1,262887.01,941.58,0,1,2.0,711.64,1,2,0,1.0,410935.61,184020.91
609,25,2666.54,1,13,1,189444.18,794.4,1,1,2.0,810.64,0,2,2,1.0,306547.51,142083.14
610,18,2469.22,1,13,1,139699.24,610.65,1,1,2.0,846.36,1,1,0,1.0,185905.71,111759.39
612,51,2039.15,1,11,1,50579.18,182.54,0,1,1.0,864.05,1,2,2,1.0,78163.12,40463.34
615,18,5520.37,1,8,1,139829.57,780.65,1,1,1.0,833.58,0,2,2,1.0,241336.75,97880.7
617,18,2631.15,1,10,2,114528.69,831.4,0,1,1.0,798.24,0,0,0,1.0,206315.25,80170.08
619,62,2631.15,1,14,1,77447.41,638.36,0,0,2.0,713.07,0,1,0,1.0,99340.09,50340.82
621,37,1639.56,1,6,1,63074.67,290.9,0,1,4.0,847.27,0,2,0,1.0,86250.28,44152.27
622,44,2132.36,1,6,1,85248.42,231.01,0,0,8.0,706.84,0,2,1,1.0,103631.49,59673.89
623,52,733.14,1,10,1,42372.33,231.98,0,0,2.0,766.96,0,0,1,1.0,61098.78,31779.25
624,35,1969.26,1,10,0,102059.81,295.93,0,0,2.0,778.59,0,1,1,1.0,119549.37,76544.86
625,50,1517.14,1,6,1,26455.2,291.76,1,0,4.0,772.02,0,0,1,1.0,34966.07,18518.64
628,35,4088.4,1,8,1,79768.54,303.48,0,1,2.0,816.27,0,0,0,1.0,99224.94,59826.4
630,28,2903.52,1,10,0,90528.53,444.86,0,1,1.0,704.12,1,2,0,1.0,147704.23,58843.54
631,52,1691.11,1,3,0,54732.56,286.92,0,0,3.0,678.36,0,2,2,1.0,92191.29,35576.16
634,57,3762.85,1,10,1,65474.58,188.2,1,0,4.0,759.03,0,1,1,1.0,101188.92,49105.94
635,38,3762.85,1,10,1,247277.45,768.28,0,1,2.0,813.71,1,0,1,1.0,431947.43,185458.09
636,64,3401.36,1,8,1,202753.42,590.6,1,1,2.0,720.74,0,2,1,1.0,265881.73,141927.39
638,57,4174.77,1,10,0,119323.27,587.32,1,0,2.0,724.02,0,0,0,1.0,192967.32,77560.13
639,25,2507.09,1,14,1,116468.03,633.98,0,0,2.0,861.1,1,0,2,1.0,186685.14,81527.62
640,54,2507.09,1,10,1,79863.91,500.25,1,1,2.0,729.79,0,2,0,1.0,102294.98,55904.74
641,44,2245.03,1,11,1,123861.72,465.54,1,1,2.0,806.84,1,1,2,1.0,179940.4,86703.2
643,23,1970.27,1,8,1,44340.37,229.15,0,1,1.0,877.48,0,2,0,1.0,81142.21,33255.28
644,41,4090.68,1,3,0,17786.71,206.15,0,1,3.0,777.15,0,1,1,1.0,30232.99,13340.03
645,26,4090.68,1,6,1,32804.29,349.06,1,1,1.0,738.97,0,2,1,1.0,55498.53,22963.0
646,18,2395.96,1,8,1,32086.74,187.2,0,0,2.0,662.91,0,0,0,1.0,59560.62,20856.38
647,33,1501.24,1,8,0,125552.03,368.43,0,0,2.0,794.74,1,0,1,1.0,181766.41,100441.62
649,52,2786.76,1,8,1,10325.02,111.94,1,1,2.0,686.4,0,2,1,1.0,13001.21,6711.26
650,51,2289.3,1,8,1,111001.89,464.19,0,0,1.0,742.25,0,0,0,1.0,155484.43,77701.32
651,47,1765.05,1,8,1,76971.75,357.66,1,1,4.0,730.89,0,1,0,1.0,103817.83,23804.54
652,34,1275.7,1,13,1,36622.37,374.02,1,0,2.0,655.97,1,2,2,1.0,45402.74,23804.54
653,40,3999.61,1,4,1,121043.22,545.68,1,0,1.0,658.55,1,0,2,1.0,145576.27,78678.09
654,18,2747.55,1,4,1,29950.84,353.22,0,0,1.0,695.14,0,2,1,1.0,52591.38,19468.05
655,18,1964.99,1,6,1,62469.65,164.73,0,1,1.0,706.16,0,1,0,1.0,99980.81,43728.76
656,31,1899.63,1,4,0,63037.48,285.73,1,0,2.0,669.3,0,2,2,1.0,87742.8,40974.36
657,50,3413.39,1,10,2,112459.86,1172.44,1,1,2.0,816.88,0,0,1,1.0,176255.73,89967.89
658,42,1683.61,1,14,1,46235.56,452.88,0,1,2.0,773.09,1,0,1,1.0,75977.35,34676.67
659,61,4187.98,1,2,1,77889.7,312.27,1,0,2.0,693.03,0,0,2,1.0,132922.95,54522.79
661,60,1827.34,0,8,2,47853.63,240.19,0,0,2.0,636.94,0,0,2,1.0,55198.99,31104.86
662,57,1829.7,1,8,1,100084.99,618.46,0,1,3.0,822.93,0,1,2,1.0,172204.77,80067.99
664,18,1408.77,1,8,1,46694.03,243.74,0,1,4.0,731.68,1,2,0,1.0,66252.62,30351.12
665,23,1674.31,1,8,1,136499.19,661.49,1,1,2.0,774.11,0,2,1,1.0,171047.6,102374.39
667,59,2335.14,1,14,1,97799.8,346.97,0,1,1.0,752.76,1,2,0,1.0,109567.37,78239.84
668,18,2335.14,1,11,1,31064.08,147.34,0,1,3.0,691.05,0,0,0,1.0,55864.17,20191.65
669,52,2335.14,1,4,1,70302.28,515.1,1,1,4.0,662.01,0,2,2,1.0,79761.69,49211.6
671,18,1767.8,0,8,1,104337.08,632.68,0,0,2.0,676.41,0,0,2,1.0,153917.01,73035.96
674,18,1526.66,1,8,1,58402.99,290.08,0,0,2.0,684.59,0,2,2,1.0,101869.29,40882.09
676,25,2219.29,1,10,1,96535.4,735.52,0,1,4.0,707.85,1,2,2,1.0,142922.59,67574.78
680,65,1515.72,0,2,1,43454.08,258.25,0,1,2.0,710.89,0,2,1,1.0,81204.73,64639.86
681,45,3469.27,1,2,1,92342.66,759.61,0,1,2.0,749.28,0,2,1,1.0,125280.11,64639.86
682,18,3469.27,1,4,1,137806.94,545.8,1,0,3.0,775.55,0,1,1,1.0,223394.0,110245.55
684,55,1270.6,1,0,1,39212.23,217.93,0,1,6.0,746.57,0,1,2,1.0,68545.31,25487.95
685,65,1599.44,0,14,1,50982.73,227.82,0,1,1.0,792.0,1,1,2,1.0,83015.24,40786.18
686,29,1599.44,1,14,1,32299.12,189.19,0,1,2.0,812.43,1,1,2,1.0,56974.07,22609.38
687,60,1984.37,0,10,1,36645.86,115.25,0,1,1.0,812.43,0,2,0,1.0,69542.41,25652.1
688,46,4234.15,1,10,2,232358.83,985.53,1,1,2.0,831.86,1,0,1,1.0,311790.53,162651.18
689,64,4302.92,1,4,1,151802.2,755.5,1,1,2.0,656.56,0,0,0,1.0,260284.53,106261.54
690,18,984.74,1,8,1,33091.98,322.11,1,0,2.0,706.38,0,2,2,1.0,39202.24,21509.79
691,21,3038.24,1,8,1,27072.37,170.79,0,1,4.0,735.24,0,1,1,1.0,40409.52,17597.04
694,32,1614.42,1,6,1,24115.77,113.1,0,1,3.0,760.75,0,0,0,1.0,32516.68,18086.83
697,57,6248.09,1,10,0,159883.31,759.36,1,1,3.0,788.24,0,1,1,1.0,296042.98,111918.32
699,61,1990.85,0,14,0,200145.65,567.29,1,1,2.0,742.04,1,2,0,1.0,323005.06,140101.95
700,57,1822.35,1,14,1,77412.19,516.59,0,0,2.0,657.87,0,1,2,1.0,107783.63,54188.53
701,19,4939.06,1,14,2,82929.47,363.81,0,1,2.0,791.25,0,2,0,1.0,136628.74,66343.58
702,65,1544.19,1,14,0,85155.89,347.14,0,1,1.0,607.77,0,2,1,1.0,137356.5,63866.92
705,21,1893.45,1,8,1,27282.92,139.68,0,1,2.0,722.59,0,1,2,1.0,48290.79,19098.04
707,18,2653.11,0,10,0,160995.87,438.8,1,0,4.0,716.28,0,0,2,1.0,262711.35,104647.32
709,30,2029.42,1,4,1,196368.15,546.64,1,1,2.0,842.28,0,2,1,1.0,269398.57,137457.7
